City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Mount Isa,AU,2020-10-27 20:44:25,-20.73,139.5,62.6,21,0,5.82
309,San-Pedro,CI,2020-10-27 20:44:25,4.75,-6.64,78.12,88,53,6.78
310,Puerto Rondon,CO,2020-10-27 20:44:26,6.28,-71.1,85.35,72,72,7.2
311,Bubaque,GW,2020-10-27 20:43:58,11.28,-15.83,83.12,80,45,10.04
312,Ciudad Valles,MX,2020-10-27 20:44:26,21.98,-99.02,85.24,60,76,3.91
313,Sao Joao Da Barra,BR,2020-10-27 20:44:26,-21.64,-41.05,80.6,65,0,18.34
314,Campbellsville,US,2020-10-27 20:44:27,37.34,-85.34,64.4,82,1,3.31
315,Gazli,UZ,2020-10-27 20:44:27,40.13,63.45,40.23,64,16,10.58
316,Barcelos,PT,2020-10-27 20:44:27,41.54,-8.62,59.0,100,90,18.34
317,Mikhaylovka,RU,2020-10-27 20:44:27,50.06,43.24,37.0,66,74,7.0
318,Tynda,RU,2020-10-27 20:44:27,55.17,124.72,15.89,96,100,5.48
319,Lac Du Bonnet,CA,2020-10-27 20:44:28,50.25,-96.06,28.0,98,100,11.01
320,Goderich,CA,2020-10-27 20:44:28,43.75,-81.72,44.01,84,100,9.6
321,Opuwo,NA,2020-10-27 20:44:28,-18.06,13.84,67.77,48,35,3.24
322,Belaya Gora,RU,2020-10-27 20:44:28,68.53,146.42,10.22,94,100,5.23
323,Umm Kaddadah,SD,2020-10-27 20:44:28,13.6,26.69,85.51,19,0,14.79
324,San Pedro,PH,2020-10-27 20:44:29,14.35,121.02,80.6,83,75,3.36
325,Chitral,PK,2020-10-27 20:44:29,35.85,71.79,53.35,39,20,1.03
326,Ratnagiri,IN,2020-10-27 20:44:29,16.98,73.3,78.21,80,9,5.21
327,Mildura,AU,2020-10-27 20:42:09,-34.2,142.15,50.0,87,40,5.82
328,Surgut,RU,2020-10-27 20:44:30,61.25,73.42,12.2,92,0,11.18
329,Lorengau,PG,2020-10-27 20:44:30,-2.02,147.27,81.61,72,100,2.48
330,Saint-Augustin,CA,2020-10-27 20:44:30,51.23,-58.65,31.75,90,83,1.12
331,Kushima,JP,2020-10-27 20:44:30,31.46,131.23,61.16,85,0,3.51
332,Monrovia,LR,2020-10-27 20:44:31,6.3,-10.8,80.6,88,40,9.33
333,Springdale,US,2020-10-27 20:39:43,36.19,-94.13,41.0,100,90,6.93
334,Lae,PG,2020-10-27 20:44:31,-6.72,146.98,78.04,79,42,5.84
335,Mehamn,NO,2020-10-27 20:44:31,71.04,27.85,33.8,74,0,9.17
336,Khuzhir,RU,2020-10-27 20:44:31,53.19,107.34,34.99,82,91,7.29
337,Saravan,AM,2020-10-27 20:44:32,39.72,45.65,55.4,47,99,9.17
338,Tavricheskoye,RU,2020-10-27 20:44:32,54.59,73.64,32.0,98,75,13.42
339,Bhawana,PK,2020-10-27 20:44:32,31.57,72.65,66.72,24,0,3.44
340,Adelaide,AU,2020-10-27 20:40:43,-34.93,138.6,53.01,87,0,1.45
341,Yingkou,CN,2020-10-27 20:44:32,40.66,122.23,43.32,55,1,7.18
342,Ponta Do Sol,PT,2020-10-27 20:44:33,32.67,-17.1,66.2,72,40,4.7
343,Rawah,IQ,2020-10-27 20:44:33,34.48,41.91,62.8,29,0,0.47
344,San Patricio,US,2020-10-27 20:44:33,28.02,-97.52,64.4,77,90,14.99
345,Baykit,RU,2020-10-27 20:44:28,61.67,96.37,13.1,91,100,10.45
346,Manakara,MG,2020-10-27 20:44:34,-22.13,48.02,70.14,91,7,2.75
347,Nanpiao,CN,2020-10-27 20:44:34,41.1,120.75,39.99,55,0,3.87
348,Voh,NC,2020-10-27 20:44:34,-20.97,164.7,77.86,65,89,6.04
349,Hornepayne,CA,2020-10-27 20:43:06,49.21,-84.77,30.58,92,100,15.66
350,Najran,SA,2020-10-27 20:44:35,17.49,44.13,62.6,27,0,2.24
351,Freeport,US,2020-10-27 20:43:57,40.66,-73.58,60.8,55,1,3.36
352,Henties Bay,NA,2020-10-27 20:44:35,-22.12,14.28,57.99,88,22,3.0
353,Tarauaca,BR,2020-10-27 20:44:35,-8.16,-70.77,89.6,53,100,3.36
354,Pevek,RU,2020-10-27 20:44:35,69.7,170.31,20.89,97,100,16.11
355,Yazd,IR,2020-10-27 20:43:02,31.9,54.37,57.2,22,0,2.24
356,Yamada,JP,2020-10-27 20:40:54,39.47,141.95,47.32,75,4,4.27
357,Magdagachi,RU,2020-10-27 20:44:36,53.45,125.8,28.74,99,100,5.1
358,Careiro Da Varzea,BR,2020-10-27 20:44:36,-3.2,-59.81,77.0,94,75,2.24
359,Otsuki,JP,2020-10-27 20:44:36,35.6,138.93,55.4,87,90,0.31
360,Matai,TZ,2020-10-27 20:44:36,-8.3,31.52,65.28,63,33,6.78
361,Tabuk,PH,2020-10-27 20:44:37,17.42,121.44,73.27,88,100,1.52
362,Brae,GB,2020-10-27 20:44:37,60.4,-1.35,48.2,76,5,10.29
363,Elizabeth City,US,2020-10-27 20:44:37,36.29,-76.25,66.99,91,71,8.08
364,Yurimaguas,PE,2020-10-27 20:44:38,-5.9,-76.08,95.0,42,79,6.2
365,Prince Rupert,CA,2020-10-27 20:44:38,54.32,-130.32,50.0,93,75,2.24
366,Rodrigues Alves,BR,2020-10-27 20:44:38,-7.74,-72.65,75.2,100,75,2.24
367,Tuatapere,NZ,2020-10-27 20:44:38,-46.13,167.68,53.01,76,12,1.99
368,Borba,BR,2020-10-27 20:44:39,-4.39,-59.59,81.19,80,98,5.82
369,Constantine,DZ,2020-10-27 20:44:39,36.37,6.61,50.0,81,40,6.93
370,Klaksvik,FO,2020-10-27 20:44:39,62.23,-6.59,42.8,75,85,5.82
371,Tutoia,BR,2020-10-27 20:44:40,-2.76,-42.27,79.65,80,99,10.4
372,Lashio,MM,2020-10-27 20:44:40,22.93,97.75,63.05,97,0,1.97
373,Alta Floresta,BR,2020-10-27 20:44:40,-9.88,-56.09,87.66,52,100,3.0
374,Lebyazhye,RU,2020-10-27 20:44:41,55.27,66.49,25.9,94,100,19.51
375,Takaka,NZ,2020-10-27 20:44:41,-40.85,172.8,54.0,75,100,11.99
376,Mandera,KE,2020-10-27 20:44:41,3.94,41.87,79.63,69,78,13.96
377,Ballina,AU,2020-10-27 20:44:41,-28.87,153.57,64.4,93,75,8.05
378,El Retorno,CO,2020-10-27 20:44:41,2.33,-72.63,81.59,89,100,2.75
379,Olafsvik,IS,2020-10-27 20:43:49,64.89,-23.71,40.26,68,96,18.5
380,Jalu,LY,2020-10-27 20:44:42,29.03,21.55,74.23,36,22,11.41
381,Leningradskiy,RU,2020-10-27 20:43:41,69.38,178.42,17.51,90,0,18.43
382,Meulaboh,ID,2020-10-27 20:43:49,4.14,96.13,75.16,89,66,4.63
383,Beisfjord,NO,2020-10-27 20:44:42,68.38,17.6,32.0,84,0,9.17
384,Santa Maria,BR,2020-10-27 20:44:43,-29.68,-53.81,75.2,44,0,11.41
385,San Lazaro,BZ,2020-10-27 20:44:43,18.04,-88.66,89.6,66,90,11.41
386,Kabugao,PH,2020-10-27 20:44:43,18.02,121.18,74.12,87,100,0.43
387,Whitehorse,CA,2020-10-27 20:44:43,60.72,-135.05,33.8,64,90,8.05
388,Lyngseidet,NO,2020-10-27 20:44:44,69.58,20.22,32.0,74,0,12.75
389,Okhotsk,RU,2020-10-27 20:44:44,59.38,143.3,27.73,83,0,8.1
390,Krasnopavlivka,UA,2020-10-27 20:44:44,49.14,36.33,48.61,51,6,10.63
391,Port Hardy,CA,2020-10-27 20:44:44,50.7,-127.42,48.2,93,90,8.05
392,Yenagoa,NG,2020-10-27 20:44:45,4.92,6.26,77.23,93,100,3.27
393,Vallenar,CL,2020-10-27 20:44:45,-28.57,-70.76,74.8,36,0,8.28
394,Ust-Tsilma,RU,2020-10-27 20:44:45,65.44,52.15,35.33,96,100,5.5
395,Ormara,PK,2020-10-27 20:44:45,25.21,64.64,76.08,59,0,10.45
396,Naze,JP,2020-10-27 20:44:45,28.37,129.48,66.2,88,16,3.36
397,Puerto Escondido,MX,2020-10-27 20:44:46,15.85,-97.07,80.6,69,90,9.17
398,Popondetta,PG,2020-10-27 20:44:46,-8.75,148.25,77.88,82,84,2.26
399,Trofors,NO,2020-10-27 20:44:46,65.53,13.41,28.4,92,0,3.67
400,Kentville,CA,2020-10-27 20:43:49,45.08,-64.5,43.0,70,75,8.05
401,Torbay,CA,2020-10-27 20:43:33,47.67,-52.73,45.0,100,90,9.17
402,Aksarka,RU,2020-10-27 20:44:46,66.56,67.8,5.22,93,100,5.35
403,Ascension,US,2020-10-27 20:44:47,30.22,-90.9,84.99,74,90,6.93
404,Sambava,MG,2020-10-27 20:44:47,-14.27,50.17,72.01,88,8,5.97
405,Piopio,NZ,2020-10-27 20:44:47,-38.47,175.02,59.0,86,100,1.99
406,Manizales,CO,2020-10-27 20:44:47,5.07,-75.52,68.0,88,75,8.05
407,Oranjemund,NA,2020-10-27 20:44:48,-28.55,16.43,58.21,85,4,6.29
408,Salina,US,2020-10-27 20:44:47,38.84,-97.61,35.01,59,90,4.61
409,Alyangula,AU,2020-10-27 20:44:48,-13.85,136.42,77.0,100,63,4.38
410,Tura,IN,2020-10-27 20:44:25,25.52,90.22,68.56,88,0,4.29
411,Dodge City,US,2020-10-27 20:44:48,37.75,-100.02,33.8,50,90,6.93
412,Puerto Madero,MX,2020-10-27 20:44:49,14.72,-92.42,87.8,74,75,9.1
413,Mayumba,GA,2020-10-27 20:44:49,-3.43,10.66,77.95,87,100,6.69
414,Fougamou,GA,2020-10-27 20:44:49,-1.22,10.58,74.14,95,100,4.23
415,Abonnema,NG,2020-10-27 20:44:49,4.71,6.79,77.0,94,40,3.65
416,Malinovskiy,RU,2020-10-27 20:44:50,61.2,62.84,22.66,93,90,4.23
417,Kholbon,RU,2020-10-27 20:44:50,51.88,116.25,20.75,88,0,3.67
418,Diapaga,BF,2020-10-27 20:44:50,12.07,1.79,81.12,16,9,4.92
419,Tashara,RU,2020-10-27 20:44:50,55.52,83.51,40.06,86,95,6.69
420,Kamaishi,JP,2020-10-27 20:44:51,39.27,141.88,50.29,72,25,4.12
421,Tucuman,AR,2020-10-27 20:40:40,-26.82,-65.22,95.0,23,0,13.87
422,Suriapet,IN,2020-10-27 20:44:51,17.15,79.62,71.35,73,1,5.08
423,Porbandar,IN,2020-10-27 20:44:51,21.64,69.61,79.81,56,0,9.42
424,Jinchang,CN,2020-10-27 20:44:51,38.5,102.17,38.3,75,91,2.19
425,Ixtapa,MX,2020-10-27 20:44:52,20.7,-105.2,89.01,70,20,9.17
426,Sitka,US,2020-10-27 20:44:52,57.05,-135.33,46.4,87,90,6.93
427,Rocha,UY,2020-10-27 20:44:52,-34.48,-54.33,58.98,85,100,12.33
428,Beira,MZ,2020-10-27 20:44:52,-19.84,34.84,77.0,83,20,10.29
429,Dvinskoy,RU,2020-10-27 20:44:53,62.15,45.12,38.86,95,100,6.82
430,Sitio Novo Do Tocantins,BR,2020-10-27 20:44:53,-5.52,-47.46,91.4,59,40,11.41
431,Aguimes,ES,2020-10-27 20:44:53,27.91,-15.45,72.0,64,75,16.11
432,Akdepe,TM,2020-10-27 20:44:53,42.06,59.38,33.8,64,0,4.7
433,Inzer,RU,2020-10-27 20:44:53,54.22,57.56,26.24,95,30,2.75
434,Srednekolymsk,RU,2020-10-27 20:44:54,67.45,153.68,14.83,88,100,2.86
435,Sinnar,SD,2020-10-27 20:44:54,13.57,33.57,89.46,25,49,1.81
436,Osmena,PH,2020-10-27 20:44:54,10.52,119.93,82.81,77,66,11.56
437,Westport,US,2020-10-27 20:41:04,41.14,-73.36,57.99,65,100,5.17
438,Talaya,RU,2020-10-27 20:44:54,61.38,152.75,11.05,89,0,3.24
439,Alto Araguaia,BR,2020-10-27 20:44:55,-17.31,-53.22,79.72,69,83,8.01
440,Sao Felix Do Xingu,BR,2020-10-27 20:44:55,-6.64,-51.99,84.79,60,99,2.42
441,Suluq,LY,2020-10-27 20:44:55,31.67,20.25,74.52,44,78,7.67
442,Bantry,IE,2020-10-27 20:44:55,51.68,-9.45,44.6,93,75,10.29
443,Barra Patuca,HN,2020-10-27 20:44:55,15.8,-84.28,82.4,78,84,10.18
444,Belogorsk,RU,2020-10-27 20:44:56,50.92,128.46,31.41,97,87,3.62
445,Itarema,BR,2020-10-27 20:44:56,-2.92,-39.92,79.0,79,48,14.83
446,Cadillac,US,2020-10-27 20:41:03,44.25,-85.4,41.0,66,73,4.0
447,Chengde,CN,2020-10-27 20:44:56,40.97,117.94,37.2,61,87,3.58
448,West Wendover,US,2020-10-27 20:44:56,40.74,-114.07,46.4,28,1,6.93
449,Evanston,US,2020-10-27 20:41:31,42.04,-87.69,37.4,74,75,4.7
450,Mosquera,CO,2020-10-27 20:44:57,4.71,-74.23,66.2,59,75,14.99
451,Ambulu,ID,2020-10-27 20:44:57,-8.35,113.61,75.99,88,94,1.45
452,Tahe,CN,2020-10-27 20:44:57,52.33,124.73,23.27,94,100,9.55
453,Muhldorf,DE,2020-10-27 20:44:58,48.25,12.53,39.0,96,0,4.9
454,Rehoboth,NA,2020-10-27 20:44:58,-23.32,17.08,72.39,23,61,5.97
455,Haines Junction,CA,2020-10-27 20:44:58,60.75,-137.51,33.01,85,15,2.24
456,Bulaevo,KZ,2020-10-27 20:41:09,54.91,70.44,26.51,96,100,21.47
457,Hovd,MN,2020-10-27 20:44:58,48.01,91.64,29.86,79,91,0.18
458,Buckeye,US,2020-10-27 20:44:59,33.37,-112.58,68.0,17,1,0.25
459,Kawalu,ID,2020-10-27 20:44:59,-7.38,108.21,72.55,92,100,1.41
460,Varzea Da Palma,BR,2020-10-27 20:44:59,-17.6,-44.73,81.37,63,71,3.58
461,Almeirim,BR,2020-10-27 20:44:59,-1.52,-52.58,90.16,50,92,5.08
462,Eyl,SO,2020-10-27 20:44:59,7.98,49.82,77.47,71,11,9.62
463,Komsomolskiy,UZ,2020-10-27 20:44:59,40.43,71.72,50.0,53,98,4.7
464,Carbonia,IT,2020-10-27 20:45:00,39.17,8.52,59.0,93,20,4.7
465,Kenora,CA,2020-10-27 20:45:00,49.82,-94.43,26.6,92,90,16.11
466,Osorno,CL,2020-10-27 20:43:22,-40.57,-73.15,51.8,76,90,11.41
467,Nenjiang,CN,2020-10-27 20:45:00,49.18,125.22,28.96,90,2,8.99
468,Kitimat,CA,2020-10-27 20:40:08,54.05,-128.65,52.0,87,100,1.01
469,Olinda,BR,2020-10-27 20:45:01,-8.01,-34.86,82.4,65,40,9.17
470,Tanete,ID,2020-10-27 20:45:01,-3.94,119.78,74.37,86,100,1.88
471,Burpengary,AU,2020-10-27 20:45:01,-27.16,152.96,66.99,96,72,1.59
472,Caravelas,BR,2020-10-27 20:45:02,-17.71,-39.25,76.39,88,80,5.21
473,Sisimiut,GL,2020-10-27 20:45:02,66.94,-53.67,18.52,89,0,10.09
474,Bardiyah,LY,2020-10-27 20:45:02,31.76,25.09,71.65,69,31,11.9
475,Erzin,TR,2020-10-27 20:45:03,36.96,36.2,75.2,23,0,5.82
476,Hami,CN,2020-10-27 20:43:23,42.8,93.45,43.48,51,0,7.61
477,Los Llanos De Aridane,ES,2020-10-27 20:45:03,28.66,-17.92,69.8,73,75,9.17
478,Severo-Yeniseyskiy,RU,2020-10-27 20:45:04,60.37,93.04,21.45,97,100,12.46
479,Jimma,ET,2020-10-27 20:45:05,7.67,36.83,56.95,75,0,1.79
480,Nioki,CD,2020-10-27 20:45:05,-2.72,17.68,73.51,94,96,2.68
481,Thunder Bay,CA,2020-10-27 20:42:22,48.4,-89.32,36.0,40,75,14.99
482,Invermere,CA,2020-10-27 20:40:46,50.52,-116.04,34.0,65,96,5.99
483,Balikpapan,ID,2020-10-27 20:45:05,-1.27,116.83,75.81,89,100,4.59
484,Partanna,IT,2020-10-27 20:45:06,37.73,12.89,54.0,75,3,3.0
485,Kargil,IN,2020-10-27 20:45:06,34.57,76.1,30.72,72,0,3.36
486,Mandurah,AU,2020-10-27 20:45:06,-32.55,115.7,64.0,77,40,9.57
487,Gimli,CA,2020-10-27 20:42:10,50.63,-96.99,30.99,98,100,11.01
488,Luena,AO,2020-10-27 20:45:07,-11.78,19.92,62.76,90,98,2.37
489,Ukiah,US,2020-10-27 20:43:20,39.15,-123.21,86.0,14,1,3.58
490,Te Anau,NZ,2020-10-27 20:45:07,-45.42,167.72,47.73,75,89,1.48
491,Campagna,IT,2020-10-27 20:45:08,40.67,15.11,53.01,92,100,1.01
492,Merauke,ID,2020-10-27 20:45:08,-8.47,140.33,74.46,83,100,11.88
493,Tay Ninh,VN,2020-10-27 20:45:08,11.3,106.1,76.87,85,100,9.89
494,Ulaanbaatar,MN,2020-10-27 20:41:46,47.91,106.88,12.2,78,0,2.24
495,Dasoguz,TM,2020-10-27 20:45:08,41.84,59.97,33.8,64,0,4.7
496,San Carlos De Bariloche,AR,2020-10-27 20:40:40,-41.15,-71.31,44.6,65,40,31.09
497,Kuching,MY,2020-10-27 20:42:00,1.55,110.33,75.2,100,20,3.04
498,Maryborough,AU,2020-10-27 20:45:09,-25.53,152.7,69.85,91,37,4.07
499,Okha,RU,2020-10-27 20:45:09,53.57,142.95,36.77,85,98,1.68
500,Tatawin,TN,2020-10-27 20:45:09,32.93,10.45,60.8,59,0,3.36
501,Scarborough,GB,2020-10-27 20:45:10,54.28,-0.4,46.99,87,61,5.99
502,Garoua,CM,2020-10-27 20:45:10,9.3,13.4,79.54,35,0,0.16
503,Winchester,GB,2020-10-27 20:41:06,51.07,-1.32,50.0,81,0,6.93
504,Tezu,IN,2020-10-27 20:45:10,27.92,96.17,70.88,58,7,3.04
505,Gudari,IN,2020-10-27 20:45:11,19.35,83.78,68.7,72,0,2.57
506,Port-Gentil,GA,2020-10-27 20:45:11,-0.72,8.78,78.8,88,20,9.17
507,Kamalia,PK,2020-10-27 20:45:11,30.73,72.65,66.29,25,0,3.4
508,Rio Grande,BR,2020-10-27 20:41:36,-32.03,-52.1,62.01,99,100,10.0
509,Milton,US,2020-10-27 20:43:03,34.13,-84.3,79.0,81,56,1.01
510,Saldanha,ZA,2020-10-27 20:45:12,-33.01,17.94,60.8,82,100,3.36
511,Sarapul,RU,2020-10-27 20:45:12,56.48,53.8,26.01,91,86,5.19
512,Kutum,SD,2020-10-27 20:45:12,14.2,24.67,76.39,22,0,12.48
513,Havoysund,NO,2020-10-27 20:45:12,71.0,24.66,35.6,80,0,16.11
514,Takoradi,GH,2020-10-27 20:45:13,4.88,-1.76,78.31,87,100,8.79
515,Fallon,US,2020-10-27 20:45:13,39.47,-118.78,54.0,11,1,4.0
516,Huilong,CN,2020-10-27 20:45:13,31.81,121.66,64.99,87,97,8.59
517,Teya,RU,2020-10-27 20:45:13,60.38,92.63,25.32,95,100,11.83
518,Bandarbeyla,SO,2020-10-27 20:45:13,9.49,50.81,75.96,81,17,6.53
519,Lima,PE,2020-10-27 20:45:03,-12.04,-77.03,66.99,77,75,12.75
520,Huarmey,PE,2020-10-27 20:45:14,-10.07,-78.15,67.95,73,100,7.65
521,Valley City,US,2020-10-27 20:45:05,46.92,-98.0,26.6,73,40,21.92
522,Miraflores,MX,2020-10-27 20:45:14,19.22,-98.81,78.8,13,20,5.82
523,Stromness,GB,2020-10-27 20:45:14,58.97,-3.3,50.0,76,100,17.22
524,Zhenlai,CN,2020-10-27 20:45:15,45.85,123.3,29.89,77,0,8.5
525,Zhigansk,RU,2020-10-27 20:45:15,66.77,123.37,-6.88,92,89,1.19
526,Xichang,CN,2020-10-27 20:45:15,27.9,102.26,61.38,78,80,0.74
527,Cockburn Town,TC,2020-10-27 20:45:15,21.46,-71.14,84.2,70,40,17.22
528,Verkhoyansk,RU,2020-10-27 20:45:16,67.54,133.38,5.31,93,83,3.71
529,Asyut,EG,2020-10-27 20:45:16,27.18,31.18,73.4,56,0,10.29
530,Lasa,IT,2020-10-27 20:45:16,46.62,10.7,43.0,92,5,2.35
531,Belle Fourche,US,2020-10-27 20:45:16,44.67,-103.85,46.99,39,1,16.11
532,Pulaski,US,2020-10-27 20:40:58,34.77,-92.3,48.99,87,90,9.17
533,Rawson,AR,2020-10-27 20:45:17,-43.3,-65.1,65.16,26,89,21.54
534,Uray,RU,2020-10-27 20:45:17,60.12,64.78,17.17,97,47,3.65
535,Cayenne,GF,2020-10-27 20:45:17,4.93,-52.33,87.8,66,20,12.75
536,Buenos Aires,AR,2020-10-27 20:42:39,-34.61,-58.38,71.01,37,0,10.29
537,Kampong Thum,KH,2020-10-27 20:45:18,12.71,104.89,75.02,82,100,11.07
538,Manicore,BR,2020-10-27 20:45:18,-5.81,-61.3,80.49,76,100,1.32
539,Nantucket,US,2020-10-27 20:41:21,41.28,-70.1,57.2,67,75,12.75
540,Kampot,KH,2020-10-27 20:45:18,10.62,104.18,82.4,78,40,10.29
541,Pingdu,CN,2020-10-27 20:45:18,36.78,119.95,53.6,58,0,11.18
542,Samarkand,UZ,2020-10-27 20:45:19,39.65,66.96,50.0,61,97,4.7
543,Taunggyi,MM,2020-10-27 20:45:19,20.78,97.03,58.84,100,0,1.45
544,Pyshma,RU,2020-10-27 20:45:19,56.95,63.25,19.47,97,27,7.14
545,Kailua,US,2020-10-27 20:41:08,21.4,-157.74,80.6,74,40,3.36
546,Port Lincoln,AU,2020-10-27 20:45:20,-34.73,135.87,56.55,81,0,5.17
547,Santiago Del Estero,AR,2020-10-27 20:45:20,-27.8,-64.26,94.12,17,0,15.64
548,Troitsk,RU,2020-10-27 20:45:20,54.1,61.58,24.13,95,0,12.37
549,Sinop,TR,2020-10-27 20:45:20,41.77,34.87,59.4,61,0,3.65
550,Cruz Grande,MX,2020-10-27 20:45:20,16.73,-99.13,86.0,74,90,8.05
551,Nyurba,RU,2020-10-27 20:45:21,63.28,118.33,12.07,87,100,3.18
552,Flinders,AU,2020-10-27 20:45:21,-34.58,150.86,57.99,91,77,1.01
553,Porto Belo,BR,2020-10-27 20:45:21,-27.16,-48.55,77.0,83,20,13.87
554,Preston,GB,2020-10-27 20:41:02,53.77,-2.72,51.8,71,40,24.16
555,Edson,CA,2020-10-27 20:45:22,53.58,-116.44,48.2,57,75,12.75
556,Elesbao Veloso,BR,2020-10-27 20:45:22,-6.2,-42.14,85.8,54,100,5.35
